timestamp,symbol,price,volume,bid,ask,bid_qty,ask_qty
2025-10-22T00:30:00,BTCUSDT,111780.39,583.46835,111769.211961,111791.568039,1.0,1.0
2025-10-22T01:30:00,BTCUSDT,110787.56,1166.16267,110776.481244,110798.638756,1.0,1.0
2025-10-22T02:30:00,BTCUSDT,110816.32,986.90737,110805.238368,110827.40163200001,1.0,1.0
2025-10-22T03:30:00,BTCUSDT,109066.98,2484.48697,109056.073302,109077.88669799999,1.0,1.0
2025-10-22T04:30:00,BTCUSDT,108297.67,1531.00726,108286.840233,108308.499767,1.0,1.0
2025-10-22T05:30:00,BTCUSDT,107986.14,1537.60176,107975.341386,107996.938614,1.0,1.0
2025-10-22T06:30:00,BTCUSDT,108364.21,1493.26761,108353.373579,108375.046421,1.0,1.0
2025-10-22T07:30:00,BTCUSDT,108198.85,699.65823,108188.030115,108209.66988500001,1.0,1.0
2025-10-22T08:30:00,BTCUSDT,108216.02,1121.03699,108205.19839800001,108226.841602,1.0,1.0
2025-10-22T09:30:00,BTCUSDT,108625.6,696.45277,108614.73744000001,108636.46256,1.0,1.0
2025-10-22T10:30:00,BTCUSDT,108166.81,1434.44211,108155.993319,108177.626681,1.0,1.0
2025-10-22T11:30:00,BTCUSDT,107980.02,675.25677,107969.22199800001,107990.818002,1.0,1.0
2025-10-22T12:30:00,BTCUSDT,108321.63,1077.00799,108310.797837,108332.462163,1.0,1.0
2025-10-22T13:30:00,BTCUSDT,108229.3,505.66169,108218.47707000001,108240.12293,1.0,1.0
2025-10-22T14:30:00,BTCUSDT,107963.13,557.31037,107952.333687,107973.926313,1.0,1.0
2025-10-22T15:30:00,BTCUSDT,107657.98,497.00462,107647.214202,107668.74579799999,1.0,1.0
2025-10-22T16:30:00,BTCUSDT,107555.05,2452.68318,107544.29449500001,107565.805505,1.0,1.0
2025-10-22T17:30:00,BTCUSDT,108044.96,841.76229,108034.15550400001,108055.764496,1.0,1.0
2025-10-22T18:30:00,BTCUSDT,108783.36,1889.17586,108772.481664,108794.238336,1.0,1.0
2025-10-22T19:30:00,BTCUSDT,108947.5,3240.71769,108936.60525000001,108958.39474999999,1.0,1.0
2025-10-22T20:30:00,BTCUSDT,108416.5,1954.01743,108405.65835,108427.34165,1.0,1.0
2025-10-22T21:30:00,BTCUSDT,108226.0,1590.12287,108215.1774,108236.8226,1.0,1.0
2025-10-22T22:30:00,BTCUSDT,107778.45,913.68528,107767.672155,107789.227845,1.0,1.0
2025-10-22T23:30:00,BTCUSDT,108023.33,668.80381,108012.527667,108034.132333,1.0,1.0
2025-10-23T00:30:00,BTCUSDT,107870.35,835.44242,107859.562965,107881.137035,1.0,1.0
2025-10-23T01:30:00,BTCUSDT,107696.03,1003.6717,107685.260397,107706.79960299999,1.0,1.0
2025-10-23T02:30:00,BTCUSDT,107207.98,1548.13803,107197.259202,107218.70079799999,1.0,1.0
2025-10-23T03:30:00,BTCUSDT,107196.82,742.32871,107186.10031800001,107207.539682,1.0,1.0
2025-10-23T04:30:00,BTCUSDT,107567.44,635.53433,107556.683256,107578.196744,1.0,1.0
2025-10-23T05:30:00,BTCUSDT,107845.3,396.0602,107834.51547,107856.08453000001,1.0,1.0
2025-10-23T06:30:00,BTCUSDT,108150.0,1012.18554,108139.185,108160.815,1.0,1.0
2025-10-23T07:30:00,BTCUSDT,108410.29,360.75702,108399.44897099999,108421.131029,1.0,1.0
2025-10-23T08:30:00,BTCUSDT,108377.96,604.50041,108367.12220400001,108388.797796,1.0,1.0
2025-10-23T09:30:00,BTCUSDT,108644.32,394.82009,108633.455568,108655.18443200001,1.0,1.0
2025-10-23T10:30:00,BTCUSDT,108940.58,448.44483,108929.685942,108951.474058,1.0,1.0
2025-10-23T11:30:00,BTCUSDT,110246.94,1472.3024,110235.91530600001,110257.964694,1.0,1.0
2025-10-23T12:30:00,BTCUSDT,109269.9,999.21853,109258.97301,109280.82698999999,1.0,1.0
2025-10-23T13:30:00,BTCUSDT,109505.44,737.41671,109494.48945600001,109516.390544,1.0,1.0
2025-10-23T14:30:00,BTCUSDT,109426.99,503.07972,109416.04730100001,109437.932699,1.0,1.0
2025-10-23T15:30:00,BTCUSDT,109439.2,401.4903,109428.25607999999,109450.14392,1.0,1.0
2025-10-23T16:30:00,BTCUSDT,109253.89,562.0243,109242.964611,109264.815389,1.0,1.0
2025-10-23T17:30:00,BTCUSDT,109164.94,953.31213,109154.023506,109175.856494,1.0,1.0
2025-10-23T18:30:00,BTCUSDT,109500.62,1286.55668,109489.66993799999,109511.570062,1.0,1.0
2025-10-23T19:30:00,BTCUSDT,109594.9,1111.45274,109583.94051,109605.85948999999,1.0,1.0
2025-10-23T20:30:00,BTCUSDT,109908.28,933.2687,109897.289172,109919.270828,1.0,1.0
2025-10-23T21:30:00,BTCUSDT,110263.74,883.87893,110252.71362600001,110274.766374,1.0,1.0
2025-10-23T22:30:00,BTCUSDT,111241.71,1605.70962,111230.585829,111252.83417100001,1.0,1.0
2025-10-23T23:30:00,BTCUSDT,110571.66,761.73368,110560.602834,110582.717166,1.0,1.0
2025-10-24T00:30:00,BTCUSDT,110200.0,388.99846,110188.98,110211.02,1.0,1.0
2025-10-24T01:30:00,BTCUSDT,109524.81,629.20848,109513.857519,109535.762481,1.0,1.0
2025-10-24T02:30:00,BTCUSDT,109532.97,424.08473,109522.016703,109543.923297,1.0,1.0
2025-10-24T03:30:00,BTCUSDT,109943.94,443.21336,109932.94560600001,109954.934394,1.0,1.0
2025-10-24T04:30:00,BTCUSDT,110078.18,259.37538,110067.172182,110089.18781799999,1.0,1.0
2025-10-24T05:30:00,BTCUSDT,110500.28,531.07612,110489.229972,110511.330028,1.0,1.0
2025-10-24T06:30:00,BTCUSDT,110585.08,371.9999,110574.021492,110596.138508,1.0,1.0
2025-10-24T07:30:00,BTCUSDT,110570.12,303.69215,110559.06298799999,110581.177012,1.0,1.0
2025-10-24T08:30:00,BTCUSDT,110441.46,332.11629,110430.415854,110452.504146,1.0,1.0
2025-10-24T09:30:00,BTCUSDT,111178.55,958.63918,111167.432145,111189.667855,1.0,1.0
2025-10-24T10:30:00,BTCUSDT,111261.36,515.30958,111250.23386400001,111272.48613599999,1.0,1.0
2025-10-24T11:30:00,BTCUSDT,111464.36,480.6909,111453.213564,111475.506436,1.0,1.0
2025-10-24T12:30:00,BTCUSDT,111054.61,750.55477,111043.504539,111065.715461,1.0,1.0
2025-10-24T13:30:00,BTCUSDT,111097.8,627.57826,111086.69022,111108.90978,1.0,1.0
2025-10-24T14:30:00,BTCUSDT,111324.51,446.13074,111313.377549,111335.64245099999,1.0,1.0
2025-10-24T15:30:00,BTCUSDT,111114.03,346.40996,111102.918597,111125.141403,1.0,1.0
2025-10-24T16:30:00,BTCUSDT,111066.29,561.52762,111055.18337099999,111077.396629,1.0,1.0
2025-10-24T17:30:00,BTCUSDT,111297.01,1692.92113,111285.880299,111308.139701,1.0,1.0
2025-10-24T18:30:00,BTCUSDT,110937.94,1200.08389,110926.846206,110949.033794,1.0,1.0
2025-10-24T19:30:00,BTCUSDT,110219.17,1902.54077,110208.148083,110230.191917,1.0,1.0
2025-10-24T20:30:00,BTCUSDT,110046.91,737.57678,110035.90530900001,110057.914691,1.0,1.0
2025-10-24T21:30:00,BTCUSDT,110261.81,441.40283,110250.783819,110272.83618099999,1.0,1.0
2025-10-24T22:30:00,BTCUSDT,110235.22,368.64619,110224.196478,110246.243522,1.0,1.0
2025-10-24T23:30:00,BTCUSDT,110619.39,336.10914,110608.32806100001,110630.45193899999,1.0,1.0
2025-10-25T00:30:00,BTCUSDT,110615.07,323.90966,110604.008493,110626.13150700001,1.0,1.0
2025-10-25T01:30:00,BTCUSDT,110893.7,514.0647,110882.61063,110904.78937,1.0,1.0
2025-10-25T02:30:00,BTCUSDT,111085.57,915.59401,111074.46144300001,111096.678557,1.0,1.0
2025-10-25T03:30:00,BTCUSDT,111023.01,203.9224,111011.907699,111034.11230099999,1.0,1.0
